X,Y,OBJECTID,AREA_,PERIMETER,KSLIDE_,KSLIDE_ID,SW_ID,DECADE,LOCATION,NEIGHBORHO,TDATE,DTDATE,YEAR_,MONTH_,DAY_,FILENUMBER,CONSULTANT,SWJOB,CONFIDENTI,SLOPEHEIGH,SLIDETYPE,DEBRISFLOW,SIZE_,VEGETATION,TOPOGRAPHY,GEO1,GEO2,GEO3,GEO4,NATURAL_,GRNDWTR,SURFACEWAT,WEATHER,FILL_CUT,ROADFILL_C,SURFACEDRA,PIPELEAK,TRENCHFILL,HUMANINFLU,DAMAGE,REPAIRTYPE,REPAIREFFE,FIELDCHECK,YSNSLIDE,DATECONFID,COMMENTS,INPOTSLIDE,INSTEEPSLP,SE_ANNO_CAD_DATA,EVENT_DATE,PUBLIC_,PRIVATE,PARK,UNOPENED_R,COMMENTS_2,COMMENTS_3,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARCELS_IMPACTED,RECID
-13622408.5278,6061851.7833,459,0,0,0,474,558,1960,1251 nw elford dr,NB,19660311,1966-03-11 00:00:00,1966,3,11,e-4,,,0,80,SC,Y,S,T,MS,HF,HC,QC,,Y,Y,Y,N,Y,,,,,Human,1,,,True,1,True,Fill failure at residence - debris flowed down to railroad tracks-abundant seepage in yard-wet ground,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:53+00,,474
-13622409.8677,6061870.7733,460,0,0,0,475,559,1970,1251 nw elford dr,NB,19740318,1974-03-18 00:00:00,1974,3,18,S&W,,w-2140-051,0,20,BO,N,S,T,MS,HC,QS,QC,,Y,Y,N,N,N,,,,,Natural,1,SSD,,True,1,True,Slide in front to the residence to the west-well still in use as of 1/11/99,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:53+00,,475
-13622378.5054,6061162.7869,461,0,0,0,477,562,1980,13035 12 av nw,NB,19860213,1986-02-13 00:00:00,1986,2,13,DCLU J96,,,0,-9999,,,,,,,,,,Y,,,U,,,,,,Natural,,,,False,1,True,Slide which did not affect structure but could threaten structure with additional movement-not sure of location 1/11/99,0,1,,,,,,,"Refer to polygon on 13035, 13041, 13047, 13055 12th Ave NW.",,,,SDE,2019/09/10 22:46:53+00,"13035, 13041, 13047, 13055 12th Ave NW",477
-13622361.5316,6061216.2031,462,0,0,0,478,565,1980,13055 12 av nw,NB,19860213,1986-02-13 00:00:00,1986,2,13,DCLU J98,,,0,35,SC,N,S,B,SS,HC,QS,QC,,Y,Y,Y,U,,,,,,Human,,,,True,1,True,Slide which did not affect structure but could threaten structure with additional movement,0,1,,,,,,,"Refer to polygon on 13035, 13041, 13047, 13055 12th Ave NW.",,,,SDE,2019/09/10 22:46:53+00,"13035, 13041, 13047, 13055 12th Ave NW",478
-13622570.8751,6061199.3963,463,0,0,0,479,566,1930,MP-11.15,NB,19331201,1933-12-01 00:00:00,1933,12,1,S&W,,j-590,0,110,SC,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.15 -  in the railroad right-of-way - just south of the large gully at Milepost 11.21,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:53+00,,479
-13622551.7109,6061262.0174,464,0,0,0,480,567,1960,MP-11.15,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,110,SC,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Norther Santa Fe - Milepost 11.15 - in the railroad right-of-way - just south of the large gully at Milepost 11.21,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:53+00,,480
-13622561.4078,6061235.0364,465,0,0,0,481,568,1990,MP-11.15,NB,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7151-71,0,110,SC,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.15 -  in the railroad right-of-way - just south of the large gully at Milepost 11.21,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:53+00,,481
-13622528.313,6061276.8374,466,0,0,0,482,569,1930,MP-11.2,NB,19331201,1933-12-01 00:00:00,1933,12,1,S&W,,j-590,0,120,SC,Y,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.2 - facing slope into the gully,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:53+00,,482
-13622441.7694,6061269.9101,467,0,0,0,483,570,1930,MP-11.2,NB,19331201,1933-12-01 00:00:00,1933,12,1,S&W,,j-590,0,120,SC,Y,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.2 - on west-facing slope into the gully,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:53+00,,483
-13622352.6517,6061261.5022,468,0,0,0,484,571,1950,13065 12th ave nw,NB,19580304,1958-03-04 00:00:00,1958,3,4,S&W,,j-327,0,-9999,DS,N,L,T,,QS,QC,,,Y,Y,Y,N,N,,,,,Human,0,,,True,1,False,"Large slide to the west of this property - abundant seepage-""contact"" here--this is not the date of activation",1,1,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,484
-13622526.4573,6061302.8668,469,0,0,0,485,572,1960,MP-11.2,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,120,SC,Y,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.2- on east-facing slope into the gully,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,485
-13622401.0049,6061273.0819,470,0,0,0,486,573,1960,MP-11.2,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,120,SC,Y,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.2 - on west-facing slope into the gully,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,486
-13622517.777,6061258.9266,471,0,0,0,487,574,1990,MP-11.2,NB,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7151-71,0,120,SC,Y,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.2 -  on east-facing slope into the gully,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,487
-13622441.2388,6061231.9606,472,0,0,0,488,575,1990,MP-11.2,NB,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7151-71,0,120,SC,Y,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.2 - on west-facing slope into the gully,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,488
-13619894.3143,6061562.0476,473,0,0,0,489,576,1960,13507 north park ave n,NB,19601103,1960-11-03 00:00:00,1960,11,3,S&W,,j-696,0,-9999,SC,N,S,,,,,,,N,N,N,N,Y,,,,,Human,2,,,True,0,True,Slide resulting from excavation of property to the south - for installation of a sewer - not sure if this is City involvement,0,0,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,489
-13623121.0515,6058506.5405,474,0,0,0,490,577,1960,1504 NW Woodbine Way,NB,19680117,1968-01-17 00:00:00,1968,1,17,SED W-5,S&W,w-1574,0,50,DS,N,L,T,MS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,W,N,True,1,True,Slide north of N.W. Woodbine in this vicinity - active between winters of 1966-1967 and 1968-1969,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,490
-13623619.9769,6057861.4313,475,0,0,0,491,578,1990,1954 nw blue ridge dr,NB,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7590-01,0,15,SC,N,S,T,SS,HC,,,,Y,Y,Y,U,N,,,,,Human,2,,,True,1,True,Slide undermined the retaining wall footing on the west side of the property,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:54+00,,491
-13623723.6161,6057753.0709,476,0,0,0,492,579,1990,2048 NW Blue Ridge Dr,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,50,SC,N,S,B,SS,HC,,,,Y,Y,Y,U,,,Y,,,Human,1,W/SD,Y,True,1,False,Slope has moved in wooded section of property - toe of movement now against large old stump - there will probably be more movement - the residence does not appear to be in any danger - ecology block wall and SD and SSD installed-month and day not known,1,0,,,,,,,,,,,SDE,2019/09/10 22:46:55+00,"2048, 2054 Blue Ridge Dr and 10320 Bedford Ct NW",492
-13623949.1798,6057692.6755,477,0,0,0,493,582,1940,MP-9.5,NB,19400101,1940-01-01 00:00:00,1940,1,1,S&W,,j-590,0,50,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 9.5 -,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:55+00,,493
-13623935.9879,6057700.0297,478,0,0,0,494,583,1950,MP-9.5,NB,19570101,1957-01-01 00:00:00,1957,1,1,S&W,,j-590,0,50,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 9.5,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:55+00,,494
-13623962.4124,6057684.5339,479,0,0,0,495,584,1960,MP-9.5,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,50,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 9.5,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:55+00,,495
-13625338.9215,6056765.6515,480,0,0,0,496,588,1960,3122 nw 95th st,NB,19600212,1960-02-12 00:00:00,1960,2,12,S&W,,j-588,0,60,SC,Y,S,,SS,,,,,Y,N,Y,N,Y,,,,,Human,1,,,True,1,True,Slide in fill - to the west of residence,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:55+00,,496
-13621608.7542,6058728.2281,481,0,0,0,497,589,1980,383 nw 112th st,NB,19840101,1984-01-01 00:00:00,1984,1,1,S&W,,wls-399,0,30,SC,N,S,B,SS,HC,QT,,,Y,N,Y,N,Y,C,,,,Human,1,,,True,1,False,Slide damaged side sewer to residence - on cut slope for Carkeek Drive - Resident states that neighbor to the north had the same problem-property owner believes that side sewer caused slide-appears otherwise-month and day not known,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:55+00,,497
-13626063.9432,6052167.7884,482,0,0,0,498,590,1980,5631 seaview ave nw,NB,19821221,1982-12-21 00:00:00,1982,12,21,s-8,,,0,10,SC,N,S,B,MS,HC,,,,Y,N,N,N,N,,,,,Natural,0,W,N,True,1,True,Slide on 10-foot-high beach cliff behind residence on piles on beach - a function of wave action-there is a new residence here-the situation persists here as well as to the south as of 1/11/99,0,0,,,,,,,,,,,SDE,2019/09/10 22:46:55+00,,498
-13621560.8845,6059703.7527,483,0,0,0,499,591,1980,633 nw 120 st,NB,19860118,1986-01-18 00:00:00,1986,1,18,DCLU J50,,,0,40,SC,N,S,B,SS,HC,,,,Y,Y,Y,U,Y,,,,,Human,,,,True,1,True,Skin slide on southeast side of backyard driveway-stream erosion at the toe of the slope may be a factor,0,1,,,,,,,Moved the slide point to current location from original position about 115ft NE of the current location. 12-29-16,,,,SDE,2019/09/10 22:46:55+00,633 NW 120th St,499
-13625975.5907,6053219.518,484,0,0,0,500,592,1980,6532 37th Ave NW,NB,19860118,1986-01-18 00:00:00,1986,1,18,J171,,,0,35,SC,N,S,T,SS,,,,,Y,Y,N,U,Y,,,,,Human,,,,True,1,True,"Slide at corner of four properties (see S&W ID # 138, 139, 140)",0,0,,,,,,,DCLU J-137-140 may also be related.  No files for these events have been found.,,,,SDE,2019/09/10 22:46:55+00,6532 37th Ave NW,500
-13625936.3209,6053315.9507,485,0,0,0,501,593,1980,6706 36th ave nw,NB,19830106,1983-01-06 00:00:00,1983,1,6,67-A,GE,,0,20,SC,N,S,T,SS,HF,HC,,,Y,Y,Y,N,Y,,,,,Human,2,,,No,1,True,Fill failure at carport at this apartment,0,1,,,,,,,"This point represents the general location of the slide, not the exact initiation point.","Runout from this slide travelled down the dead end of NW 67th St, coming in close proximity to yards at 3601 NW 67th St and 6536 37th Ave NW.",,,SDE,2019/09/10 22:46:56+00,"6706 36th Ave NW, 3532 67th St",501
-13626054.5422,6053342.9332,486,0,0,0,502,594,1960,6709 37th ave nw,NB,19640301,1964-03-01 00:00:00,1964,3,1,S&W,,w-651,0,-9999,SC,N,S,G,SS,HF,,,,Y,Y,Y,N,Y,,,,,Human,0,G,Y,True,1,False,Slide in fill placed during construction for res-small slide - month and day of slide not known,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:56+00,,502
-13625671.7945,6053399.296,487,0,0,0,503,595,1990,6721 34 av nw,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,35,SC,N,S,B,SS,HF,,,,Y,Y,Y,U,Y,,,,,Human,,,,True,0,True,Appears wood retaining wall slid down into the backyard of 6720 35th N.W.  Building permit required to rebuild retaining wall. Plastic covered slide area on 1/12/99.,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:56+00,6721 34th Ave NW & 6720 35th Ave NW,503
-13625658.8683,6054114.5726,488,0,0,0,504,597,1980,7309 34 av nw,NB,19860213,1986-02-13 00:00:00,1986,2,13,DCLU J54,,,0,140,HBP,N,L,T,SS,HC,QT,QS,QC,Y,Y,,U,N,,,,,Natural,,,,True,1,True,"Earth movement (sand over clay).  No damage to house.  Future slides could affect house, bluff situation.",0,1,,,,,,,,,,,SDE,2019/09/10 22:46:56+00,7309 34th Ave NW,504
-13625602.8114,6054678.963,489,0,0,0,505,598,1970,7705 34th ave nw,NB,19700303,1970-03-03 00:00:00,1970,3,3,S&W,,w-1972,0,50,SC,N,S,B,SS,HF,QT,QS,,Y,N,Y,N,N,,,,,Human,0,,,True,1,False,Skin slide from bluff - exact day of sliding not known,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:56+00,,505
-13621817.9766,6059459.4702,490,0,0,0,506,599,1980,817 nw 118 st,NB,19860210,1986-02-10 00:00:00,1986,2,10,DCLU J4,,,0,40,SC,N,S,B,,HC,QS,QC,,Y,Y,,U,,,,,,Natural,0,,,True,1,True,"Small slough at edge of slope, no hazard (on Parks Department property) 10 yards. Note: surface drainage from 118th (in front of residence) is a problem-curb needed.  Seepage present in scarp behind residence.",0,1,,,,,,,,,,,SDE,2019/09/10 22:46:56+00,,506
-13624398.092,6056277.1749,491,0,0,0,507,601,1990,9025 26th ave nw,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,50,SC,N,L,T,SS,HF,HC,,,Y,Y,,,Y,,,,,Human,2,W/SD,Y,True,1,True,Portion of rear yard slid into ravine - slide centered on house - patio undermined - setdown crack runs north and south behind house at 2606 N.W. 91st--Stream-bank erosion may be a factor,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:56+00,,507
-13625694.3874,6056460.6394,492,0,0,0,508,602,1960,9125 View Ave NW,NB,19630206,1963-02-06 00:00:00,1963,2,6,SED V-7-A,,,0,45,SC,N,S,B,SS,QS,,,,Y,N,Y,N,N,,,,,Human,1,,,True,1,True,Small slide on sand slope,0,1,,,,,,,Skin slide was probably triggered by a freeze and thaw. No city facilities in danger. House was also not in danger. Slide covered entire width of lot with max depth of 2',See file V-7-A subfolder 1963 for the memorandum.,,,SDE,2019/09/10 22:49:02+00,,508
-13624168.8983,6056463.9988,493,0,0,0,509,605,1990,9201 24th Ave NW,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,50,SC,N,S,B,MS,HC,QS,QC,,Y,Y,Y,U,,,,,,Human,2,W/G/SD/SSD,Y,True,1,False,"Soil slid from under foundation in northwest corner - deck supports by concrete.  Pile but still pulled from house approximately 4 inches on north half of deck-house itself appears in danger - month and day not known-slide fixed along with SW_ID#607, 610",0,1,,,,,,,,,,,SDE,2019/09/10 22:46:56+00,"9201, 9209, 9215 24th Ave NW",509
-13624436.9721,6056450.7387,494,0,0,0,510,606,1990,2611 nw 92nd st,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,30,SC,N,S,B,SS,HC,,,,Y,N,Y,,Y,Y,Y,,,Human,,,,True,1,True,Not much information - City states that surface drainage needs work-92nd St. dead end has standing water on 1/11/99,0,0,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,,510
-13624170.5039,6056498.8162,495,0,0,0,511,607,1990,9209 24th Ave NW,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,50,SC,N,L,B,SS,HC,QS,QC,,Y,Y,Y,U,,,,,,Human,,W/G/SD/SSD,Y,True,1,True,Backyard behind house has given way and collapsed into ravine behind house.  The deck supports at right at the edge of scarp of approximately 10 feet.,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,"9201, 9209, 9215 24th Ave NW",511
-13624180.0868,6056517.2089,496,0,0,0,512,610,1990,9215 24th ave nw,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,50,SC,N,L,B,SS,HC,QS,QC,,Y,Y,Y,U,,,,,,Human,2,W/G/SD/SSD,Y,True,1,True,Backyard has slid into the ravine at the rear of the res - there is a scarp of approximately 12 to 15 feet  west of the residence - then the rest of the slope is approximately 45 to 60 degrees.  To the bottom of the ravine,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,"9201, 9209, 9215 24th Ave NW",512
-13625634.6513,6056605.4277,497,0,0,0,513,611,1990,9215 View Ave NW,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,30,SC,N,S,B,MS,HF,HC,,,Y,Y,Y,U,Y,,,,,Human,,,,True,1,True,Slope failure right at northeast corner of house.  It looks like owner is having geotech. Survey done.  They weren't home.  The house looks ok at this time.  There is not any recent soils movement apparent.,1,1,,,,,,,Refer to estimated slide outline overlapping this point.,,,,SDE,2019/09/10 22:46:57+00,9215 View Ave NW & 3282 NW Esplanade,513
-13625586.6925,6056637.2544,498,0,0,0,514,613,1990,9221 View Ave NW,NB,19970319,1997-03-19 00:00:00,1997,3,19,96-97 Storm,,,0,60,SC,Y,S,T,MS,HC,QT,QS,,Y,Y,Y,U,Y,,,,,Human,2,SD/SSD,Y,True,1,True,"could have been appropriately posted green - property owner is totally aware of problems and has already consulted geotechnical engineer, Golder and Assoc. -Improvements nearly complete as of 1/12/99-In litigation w/Esplanade res. Re: tree pruning",1,1,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,,514
-13624588.9259,6056539.3483,499,0,0,0,515,614,1970,9223 27th ave nw,NB,19700203,1970-02-03 00:00:00,1970,2,3,27-b,DM,,0,20,SC,N,S,T,MS,HF,HC,,,Y,Y,Y,N,Y,,,,Y,Human,2,SD,,True,1,True,Slide developed as result of installation of new sewer - Dames & Moore consulted on sewer and on slide - surface drainage was recommended-Area is in need of surface drainage improvements.,0,1,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,,515
-13624239.761,6056606.5755,500,0,0,0,516,616,1970,9232 25th Ave NW,NB,19730926,1973-09-26 00:00:00,1973,9,26,25-c,,,0,30,SC,N,S,B,SS,HF,,,,Y,Y,Y,N,Y,F,,,,Human,1,,,True,1,True,Fill placed for 25th is failing slightly - adjacent to 9233 - not associated with 1997 slide,0,0,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,,516
-13620468.0142,6056672.3413,501,0,0,0,517,617,1980,9252 Greenwood Ave N,NB,19860118,1986-01-18 00:00:00,1986,1,18,SED G-7 1986,,,0,30,SC,N,S,B,SS,HF,,,,Y,N,Y,U,Y,,,,,Human,1,,,True,1,True,"Slide in parking lot - fill failed - private property-Also, may be a result of the cut made by the downslope property owners.",0,1,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,,517
-13625136.2547,6056891.6856,502,0,0,0,518,618,1980,9545 31st Ave NW,NB,19860319,1986-03-19 00:00:00,1986,3,19,DCLU J180,,,0,20,SC,N,S,B,MS,HF,HC,,,Y,Y,Y,U,Y,,,,,Human,,,,True,1,True,Five feet translation vertically along 40 linear feet of landscaping about 20 feet from residence.  No hazard to residence.,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:57+00,9545 31st Ave NW,518
-13623691.1805,6057038.8416,503,0,0,0,519,619,1960,9616 22nd Ct NW,NB,19640122,1964-01-22 00:00:00,1964,1,22,"SED 22-B-1, 22-B-2",,,0,35,SC,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,0,,,True,1,True,Slide from slope northeast of residence.,1,0,,,,,,,Toe of slope had been cut and is believed to be the cause of failure,"See files SED 22-B-1, 22-B-2 for further information.",,,SDE,2019/09/10 22:46:58+00,,519
-13623681.5963,6057028.7952,504,0,0,0,520,620,1970,9616 22nd Ct NW,NB,19731221,1973-12-21 00:00:00,1973,12,21,"SED 22-B-1, 22-B-2",S&W,w-2753-01,0,35,SC,Y,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,Y,,,Human,2,,,True,1,True,Slide from slope northeast of residence,1,0,,,,,,,Slide involved a portion of the right-of-way of NW 97th street,See file for further information.,,,SDE,2019/09/10 22:46:58+00,9616,520
-13623676.6609,6057019.4485,505,0,0,0,521,621,1980,9616 22nd Ct NW,NB,19801203,1980-12-03 00:00:00,1980,12,3,"SED 22-B-1, 22-B-2",,,0,35,SC,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,0,,,True,1,True,Slide from slope northeast of residence,1,0,,,,,,,"Fill material within the street right-of-way of 97th Street, above and behind residence sloughed off. ",,,,SDE,2019/09/10 22:46:58+00,9616,521
-13623717.1167,6057052.5827,506,0,0,0,522,622,1960,9624 22nd Ct NW,NB,19670203,1967-02-03 00:00:00,1967,2,3,"SED 22-B-1, 22-B-2",,,0,35,DS,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,0,,,True,1,True,Slide from slope behind residence,1,0,,,,,,,,,,,SDE,2019/09/10 22:49:28+00,9624,522
-13623572.1842,6057203.9277,507,0,0,0,523,623,1990,9804 21st Ave NW,NB,19960201,1996-02-01 00:00:00,1996,2,1, SED 21-B,,,0,40,SC,N,S,B,SS,HC,,,,Y,Y,Y,U,,,,,,Human,,,,True,0,True,"Under construction, no gutters, shallow slide/wash no hazard.  Department of Construction and Land Use  inspect follow-up additional monitoring required.",1,1,,,,,,,Landslide likely a result of construction at 99806 21st Ave NW.,See file SED 21-B and/or attachments for more information.,,,SDE,2019/09/10 22:46:58+00,9806,523
-13622394.3283,6049750.5428,508,0,0,0,524,625,1980,1080 w ewing,QA,19860118,1986-01-18 00:00:00,1986,1,18,S&W,,w-5124-01,0,70,SC,N,S,B,SS,HC,QT,QS,QC,Y,Y,Y,U,N,,,,,Human,0,,,False,1,True,Small slide resulting from heavy rain - located on the slope on the west side of the triplex-not sure of location,1,0,,,,,,,,,,,SDE,2019/09/10 22:46:58+00,,524
-13622092.5406,6045347.6553,509,0,0,0,525,626,1980,1105 9 av w,QA,19860224,1986-02-24 00:00:00,1986,2,24,J93,,,0,90,SC,N,S,T,SS,HC,,,,Y,Y,Y,U,Y,F,,,,Human,1,,,True,1,True,"Small side, landscape wood bulkhead failed - not designed as retaining wall.",1,1,,,,,,,,,,,SDE,2019/09/10 22:46:58+00,1105 9th Ave W,525
-13622094.6857,6045359.0134,510,0,0,0,526,627,1990,1105 9th Ave W,QA,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,90,SC,N,S,T,SS,HC,,,,Y,Y,Y,U,Y,F,,,,Human,1,,,True,1,True,Soil movement under rear portion of building - no structural damage,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:58+00,1105 9th Ave W,526
-13622490.7708,6046531.6295,511,0,0,0,527,628,1950,1110 w howe st,QA,19580101,1958-01-01 00:00:00,1958,1,1,SED H-10,,,0,100,DS,N,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Slide mentioned in passing by William Shannon in letter report - no other information in file,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:58+00,,527
-13622505.0221,6046518.766,512,0,0,0,528,629,1960,1110 w howe st,QA,19640309,1964-03-09 00:00:00,1964,3,9,SED H-10,,,0,100,DS,N,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,True,Large slide area - good photos in file,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:59+00,,528
-13622474.9943,6046547.2842,513,0,0,0,529,630,1960,1110 w howe st,QA,19660927,1966-09-27 00:00:00,1966,9,27,SED H-10,S&W,,0,100,DS,N,L,T,SS,HC,QS,QC,,Y,Y,N,N,N,,,,Y,Human,0,,,True,1,True,Slide similar to previous displacements on same slide - although City lost claim for negligence in installation of new sewer,1,0,,,,,,,,,,,SDE,2019/09/10 22:46:59+00,,529
-13622104.3249,6045463.3134,514,0,0,0,530,632,1970,1129 9th ave w,QA,19740127,1974-01-27 00:00:00,1974,1,27,S&W,,w-894-2,0,120,SC,N,S,B,SS,HF,,,,Y,Y,Y,N,Y,,,,,Human,2,G,Y,True,1,False,Slide to the west of the apartment - undermined the apartment and broke a pile - exact date is not known - fill removed to reduce surcharge on the slope,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:59+00,,530
-13622184.3409,6045518.9222,515,0,0,0,531,633,1930,1208 10th ave w,QA,19331222,1933-12-22 00:00:00,1933,12,22,SED E-5-I,,,0,75,DS,N,S,T,SS,HC,,,,Y,Y,Y,N,Y,C,,,,Human,1,W,,True,0,True,Slide in cut for grading of W. Highland Drive,1,1,,,,,,,Slope movement occurred on the SW-SE margins of 1208.,The porch foundation was compromised however the house proper remained stable.,,,SDE,2019/09/10 22:46:59+00,1208,531
-13622287.2048,6045603.9763,516,0,0,0,532,634,1950,1217 10th AVE W,QA,,,1955,12,22,SED E-5-H,,,0,200,DS,Y,L,T,SS,HC,QC,,,Y,Y,Y,N,N,,,Y,,Human,3,,,True,1,True,Sewer broken by slide - may have aggravated situation,1,1,,,,,,,According to files slide initiated in alley just west of 1217. Runout deposited soil at a gas station located at 1170 Elliott Ave W. This location is within parcel 1154.,Point is an approximation for the location of landslide initiation.,,,SDE,2019/09/10 22:46:59+00,,532
-13622336.089,6045715.6146,517,0,0,0,533,635,1990,1400 11th ave w,QA,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7601-01,0,20,SC,N,S,T,SS,HF,QS,QC,,Y,Y,Y,U,N,,,,,Human,2,,,True,1,True,Slide at this residence - destroyed an existing wall to the south of the property,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:59+00,,533
-13622608.4025,6046446.1656,518,0,0,0,534,636,1990,1403 w howe st,QA,19970319,1997-03-19 00:00:00,1997,3,19,S&W,,w-7670-02,0,40,SC,Y,S,T,SS,HC,QC,,,Y,Y,Y,U,N,,,,,Human,2,G,,False,1,True,Slide into the parking lot for this facility - unable to find address,1,1,,,,,,,,,,,SDE,2019/09/10 22:46:59+00,,534
-13622397.0632,6045795.5335,519,0,0,0,535,637,1990,1408 van buren av w,QA,19970319,1997-03-19 00:00:00,1997,3,19,96-97 Storm,,,0,80,SC,N,S,T,SS,HC,,,,Y,Y,Y,U,N,,,,,Human,2,,,True,1,True,Yellow tag - no overnight sleeping.  Slide hit deck and garage.,1,1,,,,,,,Refer to estimated slide shape overlapping this point.,,,,SDE,2019/09/10 22:46:59+00,1408 Van Buren Ave W & 1408 Elliott Ave W,535
